Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,3098.10009765625,3066.3359375,3066.3359375,3085.197998046875,292500,3085.197998046875
2020-01-03,3093.819091796875,3074.51806640625,3089.02197265625,3083.785888671875,261500,3083.785888671875
2020-01-06,3107.202880859375,3065.30908203125,3070.908935546875,3083.407958984375,312600,3083.407958984375
2020-01-07,3105.450927734375,3084.3291015625,3085.488037109375,3104.802001953125,276600,3104.802001953125
2020-01-08,3094.239013671875,3059.131103515625,3094.239013671875,3066.89306640625,297900,3066.89306640625
2020-01-09,3097.3291015625,3080.131103515625,3082.639892578125,3094.882080078125,243400,3094.882080078125
2020-01-10,3105.22509765625,3081.39599609375,3102.2939453125,3092.291015625,210400,3092.291015625
2020-01-13,3115.570068359375,3075.384033203125,3091.492919921875,3115.570068359375,210600,3115.570068359375
2020-01-14,3127.1689453125,3105.60498046875,3120.6669921875,3106.820068359375,230000,3106.820068359375
2020-01-15,3107.93994140625,3082.0400390625,3103.169921875,3090.0400390625,202300,3090.0400390625
2020-01-16,3096.3720703125,3070.884033203125,3095.73388671875,3074.0810546875,203400,3074.0810546875
2020-01-17,3091.951904296875,3067.2529296875,3081.464111328125,3075.49609375,190300,3075.49609375
2020-01-20,3096.31103515625,3070.47998046875,3082.113037109375,3095.787109375,210500,3095.787109375
2020-01-21,3085.7900390625,3051.22998046875,3085.7900390625,3052.139892578125,234800,3052.139892578125
2020-01-22,3069.2529296875,3006.26806640625,3038.487060546875,3060.7548828125,223900,3060.7548828125
2020-01-23,3045.041015625,2955.345947265625,3037.951904296875,2976.528076171875,272800,2976.528076171875
2020-02-03,2766.576904296875,2716.697998046875,2716.697998046875,2746.60595703125,215900,2746.60595703125
2020-02-04,2786.1640625,2685.26904296875,2685.26904296875,2783.2880859375,364000,2783.2880859375
2020-02-05,2842.742919921875,2778.864013671875,2792.37109375,2818.087890625,309800,2818.087890625
2020-02-06,2876.590087890625,2807.610107421875,2826.889892578125,2866.510009765625,316400,2866.510009765625
2020-02-07,2875.9599609375,2838.77001953125,2858.929931640625,2875.9599609375,309500,2875.9599609375
2020-02-10,2891.847900390625,2851.050048828125,2860.4990234375,2890.488037109375,294900,2890.488037109375
2020-02-11,2913.820068359375,2882.239990234375,2894.5400390625,2901.669921875,269200,2901.669921875
2020-02-12,2926.89892578125,2892.424072265625,2895.555908203125,2926.89892578125,248700,2926.89892578125
2020-02-13,2935.406005859375,2901.242919921875,2927.14404296875,2906.073974609375,274800,2906.073974609375
2020-02-14,2926.943115234375,2899.573974609375,2899.865966796875,2917.008056640625,250700,2917.008056640625
2020-02-17,2983.636962890625,2924.990966796875,2924.990966796875,2983.6220703125,313200,2983.6220703125
2020-02-18,2990.60009765625,2960.77490234375,2981.409912109375,2984.971923828125,311700,2984.971923828125
2020-02-19,2998.27197265625,2971.822021484375,2979.52197265625,2975.402099609375,315100,2975.402099609375
2020-02-20,3031.37109375,2968.445068359375,2981.8798828125,3030.154052734375,345700,3030.154052734375
2020-02-21,3058.89794921875,3020.14111328125,3022.24609375,3039.6689453125,364600,3039.6689453125
2020-02-24,3042.181884765625,3007.35595703125,3027.89306640625,3031.23291015625,370400,3031.23291015625
2020-02-25,3016.946044921875,2943.717041015625,2982.070068359375,3013.050048828125,441600,3013.050048828125
2020-02-26,2987.928955078125,2987.928955078125,2987.928955078125,2987.928955078125,0,2987.928955078125
2020-02-27,3009.4599609375,2980.47998046875,2992.489990234375,2991.330078125,350500,2991.330078125
2020-02-28,2948.1259765625,2878.5439453125,2924.64111328125,2880.303955078125,401200,2880.303955078125
2020-03-02,2982.507080078125,2899.31005859375,2899.31005859375,2970.930908203125,367300,2970.930908203125
2020-03-03,3026.842041015625,2976.623046875,3006.888916015625,2992.89697265625,410100,2992.89697265625
2020-03-04,3012.00390625,2974.35791015625,2981.805908203125,3011.666015625,353300,3011.666015625
2020-03-05,3074.257080078125,3022.926025390625,3036.155029296875,3071.677001953125,445400,3071.677001953125
2020-03-06,3052.444091796875,3029.462890625,3039.93994140625,3034.510986328125,362100,3034.510986328125
2020-03-09,2989.205078125,2940.714111328125,2987.180908203125,2943.291015625,414600,2943.291015625
2020-03-10,3000.2958984375,2904.799072265625,2918.93505859375,2996.761962890625,393300,2996.761962890625
2020-03-11,3010.029052734375,2968.51708984375,3001.761962890625,2968.51708984375,352500,2968.51708984375
2020-03-12,2944.465087890625,2906.283935546875,2936.01611328125,2923.486083984375,307800,2923.486083984375
2020-03-13,2910.881103515625,2799.98388671875,2804.23193359375,2887.427001953125,366500,2887.427001953125
2020-03-16,2898.034912109375,2784.662109375,2897.301025390625,2789.25390625,351900,2789.25390625
2020-03-17,2826.906982421875,2715.220947265625,2796.283935546875,2779.64111328125,306100,2779.64111328125
2020-03-18,2815.8740234375,2728.756103515625,2792.322021484375,2728.756103515625,291200,2728.756103515625
2020-03-19,2736.820068359375,2646.804931640625,2719.406005859375,2702.1298828125,302300,2702.1298828125
2020-03-20,2751.89599609375,2702.492919921875,2727.01904296875,2745.617919921875,252000,2745.617919921875
2020-03-23,2703.330078125,2656.5,2677.590087890625,2660.169921875,249800,2660.169921875
2020-03-24,2723.406982421875,2667.133056640625,2703.01904296875,2722.43798828125,257000,2722.43798828125
2020-03-25,2788.635009765625,2757.802001953125,2775.302978515625,2781.591064453125,273100,2781.591064453125
2020-03-26,2788.50390625,2753.427978515625,2761.89599609375,2764.910888671875,234100,2764.910888671875
2020-03-27,2805.548095703125,2771.756103515625,2792.98388671875,2772.202880859375,240800,2772.202880859375
2020-03-30,2759.09912109375,2723.053955078125,2739.718994140625,2747.214111328125,239700,2747.214111328125
2020-03-31,2771.168212890625,2743.115478515625,2767.30712890625,2750.296142578125,385030920,2750.296142578125
